Protein.Ids,Gene_Symbol,First.Protein.Description,log2FC,log2.protein.intensity,P_value,Adjusted_P_value,Condition
Q9CPU0,Glo1,Lactoylglutathione lyase,-0.05707270546,25.05039489,0.63759039,0.7419798086,Not_sig
Q9CPU4,Mgst3,Microsomal glutathione S-transferase 3,-0.2729133567,21.82887047,0.1749106129,0.2874336844,Not_sig
Q9CPV4,Glod4,Glyoxalase domain-containing protein 4,-0.06290648583,23.75970619,0.552646788,0.6662425338,Not_sig
Q9CPW0,Cntnap2,Contactin-associated protein-like 2,0.7809384881,20.18882767,0.0000288346887,0.000750094215,Up
Q9CPW4,Arpc5,Actin-related protein 2/3 complex subunit 5,-0.3900452374,21.69944781,0.00641199873,0.02630845831,Not_sig
Q9CPX6,Atg3,Ubiquitin-like-conjugating enzyme ATG3,-0.2870649578,21.44469856,0.05229573522,0.1191059509,Not_sig
Q9CPY7,Lap3,Cytosol aminopeptidase,-0.08738545261,22.85220429,0.4805774387,0.6021942353,Not_sig
Q9CQ06,Mrpl24,"39S ribosomal protein L24, mitochondrial",-0.4937691898,18.25154602,0.2381131274,0.3586789063,Not_sig
Q9CQ19,Myl9,Myosin regulatory light polypeptide 9,-0.609926873,22.03868839,0.005330899246,0.02287919048,Down
Q9CQ22,Lamtor1,Ragulator complex protein LAMTOR1,-0.5850037974,20.96092195,0.0001547829133,0.002233546644,Down
Q9CQ26,Stambp,STAM-binding protein,0.09356822469,19.56706394,0.5919492902,0.701460826,Not_sig
Q9CQ40,Mrpl49,"39S ribosomal protein L49, mitochondrial",-0.7069587537,19.19912104,0.0224222351,0.06422831701,Not_sig
Q9CQ45,Nenf,Neudesin,0.2233455689,21.03035761,0.1611181586,0.2708201488,Not_sig
Q9CQ48,Nudcd2,NudC domain-containing protein 2,-0.9283387891,19.80856816,0.001726035578,0.01031157818,Down
Q9CQ54,Ndufc2,NADH dehydrogenase [ubiquinone] 1 subunit C2,0.0891459816,22.2383019,0.5101233477,0.6266340127,Not_sig
Q9CQ56,Use1,Vesicle transport protein USE1,-1.577437174,16.66593118,0.03098521442,0.08082364253,Not_sig
Q9CQ60,Pgls,6-phosphogluconolactonase,-0.2849086927,23.37871204,0.008140974771,0.0307619442,Not_sig
Q9CQ62,Decr1,"2,4-dienoyl-CoA reductase, mitochondrial",0.1088596389,23.37660813,0.4835792302,0.6045445618,Not_sig
Q9CQ65,Mtap,S-methyl-5'-thioadenosine phosphorylase,0.4499533223,22.25747746,0.0157163291,0.04930208571,Not_sig
Q9CQ69,Uqcrq,Cytochrome b-c1 complex subunit 8,-0.1437785674,22.68457544,0.5614253038,0.6744864473,Not_sig
Q9CQ75,Ndufa2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,-0.08557819378,22.6521626,0.583807101,0.6940140438,Not_sig
Q9CQ79,Txndc9,Thioredoxin domain-containing protein 9,-0.3819420424,20.13853555,0.08571063771,0.1693837099,Not_sig
Q9CQ91,Ndufa3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,0.2595409232,21.7386787,0.1070837203,0.2001408341,Not_sig
Q9CQA3,Sdhb,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",0.01055929547,23.88297492,0.9233791213,0.949357056,Not_sig
Q9CQA6,Chchd1,Coiled-coil-helix-coiled-coil-helix domain-containing protein 1,-0.02971889393,18.444423,0.9034055907,0.937736965,Not_sig
Q9CQB5,Cisd2,CDGSH iron-sulfur domain-containing protein 2,-0.2250587126,20.56350801,0.137674159,0.2413874296,Not_sig
Q9CQC6,Bzw1,Basic leucine zipper and W2 domain-containing protein 1,0.05973118231,21.3913431,0.5767493426,0.6874967225,Not_sig
Q9CQC7,Ndufb4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,-0.1193003153,22.61200083,0.5796487653,0.6900924279,Not_sig
Q9CQD1,Rab5a,Ras-related protein Rab-5A,-0.08215907053,21.2402135,0.4112278302,0.5385394598,Not_sig
Q9CQE1,Nipsnap3b,Protein NipSnap homolog 3B,-0.2032447835,21.31005165,0.1156037364,0.2114149631,Not_sig
Q9CQE5,Rgs10,Regulator of G-protein signaling 10,-0.6768096404,19.87479347,0.001352315172,0.008561677513,Down
Q9CQE8,RTRAF,"RNA transcription, translation and transport factor protein",-0.1598089007,21.60996185,0.109526947,0.203685472,Not_sig
Q9CQF3,Nudt21,Cleavage and polyadenylation specificity factor subunit 5,-0.566443875,20.37520147,0.0009092538355,0.00658520202,Not_sig
Q9CQF9,Pcyox1,Prenylcysteine oxidase,-0.3338506458,21.28089336,0.1340832604,0.2371574412,Not_sig
Q9CQG1,Chac2,Putative glutathione-specific gamma-glutamylcyclotransferase 2,1.226903717,18.69548402,0.1395517322,0.2442314984,Not_sig
Q9CQH3,Ndufb5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",0.09478889835,22.98797632,0.4571551461,0.5806248593,Not_sig
Q9CQH7,Btf3l4,Transcription factor BTF3 homolog 4,-1.18609293,21.05054089,0.0008670896473,0.006376443868,Down
Q9CQI3,Gmfb,Glia maturation factor beta,-0.327696017,24.41884273,0.05950467885,0.1304522785,Not_sig
Q9CQI9,Med30,Mediator of RNA polymerase II transcription subunit 30,-0.4180219661,17.67767745,0.4066907912,0.5329628463,Not_sig
Q9CQJ6,Denr,Density-regulated protein,0.7637201022,19.61876188,0.002318498936,0.01245216282,Up
Q9CQJ8,Ndufb9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,0.05212176265,21.7988524,0.7225614918,0.806972881,Not_sig
Q9CQL5,Mrpl18,"39S ribosomal protein L18, mitochondrial",-0.07830697662,19.23251686,0.6535168652,0.7540882597,Not_sig
Q9CQM5,Txndc17,Thioredoxin domain-containing protein 17,-0.1810439273,23.00136329,0.18470118,0.2991517629,Not_sig
Q9CQM9,Glrx3,Glutaredoxin-3,0.0827295675,23.46700276,0.4977512958,0.6153898982,Not_sig
Q9CQN1,Trap1,"Heat shock protein 75 kDa, mitochondrial",-0.1392237505,20.72933751,0.331370798,0.4581207272,Not_sig
Q9CQQ7,Atp5pb,"ATP synthase F(0) complex subunit B1, mitochondrial",0.1702657571,22.80733533,0.3070632729,0.4320124928,Not_sig
Q9CQR6,Ppp6c,Serine/threonine-protein phosphatase 6 catalytic subunit,0.05433741905,19.45410964,0.6877641684,0.7806068382,Not_sig
Q9CQT1,Mri1,Methylthioribose-1-phosphate isomerase,0.2018889731,20.32645798,0.2642211809,0.3863792719,Not_sig
Q9CQU0,Txndc12,Thioredoxin domain-containing protein 12,-0.6283342445,21.9155013,0.0008505322145,0.006321824072,Down
Q9CQU3,Rer1,Protein RER1,-0.3773694004,21.47041011,0.05281628733,0.1200056344,Not_sig
Q9CQV6,Map1lc3b,Microtubule-associated proteins 1A/1B light chain 3B,0.1072119523,22.0107468,0.4544577403,0.577741489,Not_sig
Q9CQV8,Ywhab,14-3-3 protein beta/alpha,-0.103909341,24.6315083,0.4950564737,0.6132719425,Not_sig
Q9CQW1,Ykt6,Synaptobrevin homolog YKT6,-0.1971221833,20.49460991,0.1194904495,0.2162399115,Not_sig
Q9CQW2,Arl8b,ADP-ribosylation factor-like protein 8B,-0.5364917478,23.18738323,0.002632751458,0.01364179075,Not_sig
Q9CQW9,Ifitm3,Interferon-induced transmembrane protein 3,-0.4388738596,18.9134805,0.02072788509,0.0605064371,Not_sig
Q9CQX2,Cyb5b,Cytochrome b5 type B,-0.5363340671,21.50112741,0.007294142574,0.0286373729,Not_sig
Q9CQX8,Mrps36,"28S ribosomal protein S36, mitochondrial",0.1828955269,21.46075029,0.1541645744,0.2629631346,Not_sig
Q9CQY2,Ramac,RNA guanine-N7 methyltransferase activating subunit,-0.6389869015,17.8485888,0.340456365,0.4667999783,Not_sig
Q9CQY5,Magt1,Magnesium transporter protein 1,-1.394491809,18.2064644,0.05979371924,0.1307325228,Not_sig
Q9CQY6,Uqcc2,Ubiquinol-cytochrome-c reductase complex assembly factor 2,0.3128979395,19.90364625,0.08222557997,0.164537215,Not_sig
Q9CQZ5,Ndufa6,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,-0.2190439136,20.96391348,0.2492404483,0.3715771829,Not_sig
Q9CR00,Psmd9,26S proteasome non-ATPase regulatory subunit 9,0.005660749634,22.968412,0.9448747277,0.9640344074,Not_sig
Q9CR09,Ufc1,Ubiquitin-fold modifier-conjugating enzyme 1,0.09285991793,22.17203764,0.3513141995,0.4787688877,Not_sig
Q9CR16,Ppid,Peptidyl-prolyl cis-trans isomerase D,-0.1383605226,22.27026767,0.3838922791,0.5125712554,Not_sig
Q9CR20,Ier3ip1,Immediate early response 3-interacting protein 1,-0.3976013373,20.4881459,0.1902080277,0.3043328443,Not_sig
Q9CR21,Ndufab1,"Acyl carrier protein, mitochondrial",0.1661520991,23.35033184,0.3996161014,0.527123826,Not_sig
Q9CR26,Vta1,Vacuolar protein sorting-associated protein VTA1 homolog,0.09025514868,21.00973833,0.4242171639,0.5506471266,Not_sig
Q9CR29,Ccdc43,Coiled-coil domain-containing protein 43,-0.8526596984,17.74547681,0.4046635885,0.5315676024,Not_sig
Q9CR39,Wdr45b,WD repeat domain phosphoinositide-interacting protein 3,0.428849105,17.91642243,0.1229923437,0.2216412453,Not_sig
Q9CR41,Hypk,Huntingtin-interacting protein K,-0.410002001,20.33440607,0.2037718878,0.3197471067,Not_sig
Q9CR51,Atp6v1g1,V-type proton ATPase subunit G 1,-0.3457638249,21.88625817,0.01140944809,0.03895511563,Not_sig
Q9CR57,Rpl14,60S ribosomal protein L14,-1.07112879,22.72484582,0.0005521873369,0.00482187577,Down
Q9CR61,Ndufb7,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,0.1507463285,22.21880312,0.2798949906,0.4041988082,Not_sig
Q9CR62,Slc25a11,Mitochondrial 2-oxoglutarate/malate carrier protein,-0.1715217748,23.57581774,0.2217095449,0.3407625802,Not_sig
Q9CR64,Tmem167a,Protein kish-A,-0.05934022284,20.13894047,0.811030987,0.8724001391,Not_sig
Q9CR67,Tmem33,Transmembrane protein 33,-0.5384504474,21.30855188,0.001703753177,0.01024394992,Not_sig
Q9CR68,Uqcrfs1,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",-0.1239043835,24.42678108,0.4161782085,0.543429387,Not_sig
Q9CR95,Necap1,Adaptin ear-binding coat-associated protein 1,0.317167362,21.13127668,0.1396529367,0.2442968115,Not_sig
Q9CR98,Fam136a,Protein FAM136A,0.1824809263,18.91042562,0.5876821134,0.6977131596,Not_sig
Q9CRA5,Golph3,Golgi phosphoprotein 3,-0.08367324102,20.26577155,0.4644647198,0.5867568842,Not_sig
Q9CRA7,Dmac2l,"ATP synthase subunit s, mitochondrial",0.6316546716,19.18556661,0.005152892841,0.02216497438,Up
Q9CRB6,Tppp3,Tubulin polymerization-promoting protein family member 3,-0.1767472568,25.28238027,0.3002775329,0.42631162,Not_sig
Q9CRB8,Mtfp1,Mitochondrial fission process protein 1,0.1174222421,18.59066782,0.771808438,0.8451877053,Not_sig
Q9CRB9,Chchd3,MICOS complex subunit Mic19,0.2264515682,21.93522635,0.102213919,0.1929249882,Not_sig
Q9CRC6,Borcs7,BLOC-1-related complex subunit 7,0.3135281177,19.44272556,0.1039882014,0.1955980729,Not_sig
Q9CRC8,Lrrc40,Leucine-rich repeat-containing protein 40,-1.27859054,17.58605373,0.2539764921,0.3761501254,Not_sig
Q9CRC9,Gnpda2,Glucosamine-6-phosphate isomerase 2,0.3307315865,21.79267777,0.01627749562,0.05056469801,Not_sig
Q9CRD0,Ociad1,OCIA domain-containing protein 1,-0.8662765225,21.12968691,0.001482356351,0.009187245846,Down
Q9CRD2,Emc2,ER membrane protein complex subunit 2,-0.3187228507,20.34010592,0.01597942241,0.04988188678,Not_sig
Q9CRT8,Xpot,Exportin-T,0.1256585433,19.2650826,0.3359637706,0.4628317301,Not_sig
Q9CRY7,Gdpd1,Lysophospholipase D GDPD1,0.005319537593,19.24967812,0.9694647231,0.9804901087,Not_sig
Q9CS42,Prps2,Ribose-phosphate pyrophosphokinase 2,-0.7513026179,20.49960594,0.02225531336,0.06394013395,Not_sig
Q9CS72,Filip1,Filamin-A-interacting protein 1,-0.8392319803,19.84574853,0.03394496385,0.0862925954,Not_sig
Q9CSH3,Dis3,Exosome complex exonuclease RRP44,-1.709466896,17.79858561,0.006083302901,0.02531289477,Down
Q9CSU0,Rprd1b,Regulation of nuclear pre-mRNA domain-containing protein 1B,-0.9984176248,19.80173689,0.0002229191614,0.002785761024,Down
Q9CTN4,Rhobtb3,Rho-related BTB domain-containing protein 3,-0.2270187887,18.50484369,0.25856094,0.3812662658,Not_sig
Q9CTY5,Micu3,"Calcium uptake protein 3, mitochondrial",-0.0721706214,20.37811219,0.5761966377,0.6872663576,Not_sig
Q9CU62,Smc1a,Structural maintenance of chromosomes protein 1A,-0.5332904557,20.37570514,0.0004213442146,0.003978321671,Not_sig
Q9CV28,MINDY3,Ubiquitin carboxyl-terminal hydrolase MINDY-3,0.6984836701,20.15094642,0.0007559444335,0.005839861644,Up
Q9CVB6,Arpc2,Actin-related protein 2/3 complex subunit 2,-0.07994882577,23.02503054,0.4043363727,0.53133412,Not_sig
Q9CW03,Smc3,Structural maintenance of chromosomes protein 3,-0.2792319001,20.03994968,0.03893717771,0.09569136732,Not_sig
Q9CWE0,Mtfr1l,Mitochondrial fission regulator 1-like,-0.8648976214,20.09948682,0.02449164098,0.06788755415,Not_sig
Q9CWF2,Tubb2b,Tubulin beta-2B chain,-0.7400579628,22.92737806,0.004522874723,0.02027605268,Down
Q9CWG8,Ndufaf7,"Protein arginine methyltransferase NDUFAF7, mitochondrial",0.5111530645,17.62882105,0.1173863663,0.2137549832,Not_sig
Q9CWJ9,Atic,Bifunctional purine biosynthesis protein ATIC,-0.09030135561,22.87411099,0.3056522175,0.431137617,Not_sig
Q9CWK8,Snx2,Sorting nexin-2,-0.412910485,21.42532831,0.008076934014,0.03064106713,Not_sig
Q9CWP6,Mospd2,Motile sperm domain-containing protein 2,-1.039764486,19.04090515,0.00002744328124,0.0007244948316,Down
Q9CWS0,Ddah1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",0.5081648554,24.72340344,0.004283066069,0.01956803423,Not_sig
Q9CWU6,Uqcc1,Ubiquinol-cytochrome-c reductase complex assembly factor 1,0.5457673635,20.2216546,0.006524453192,0.02659862367,Not_sig
Q9CWZ3,Rbm8a,RNA-binding protein 8A,-0.6049676506,20.4159799,0.09158109341,0.1780407225,Not_sig
Q9CWZ7,Napg,Gamma-soluble NSF attachment protein,0.4969824363,22.29641282,0.0003847512354,0.003762886762,Not_sig
Q9CX34,Sugt1,Protein SGT1 homolog,-0.1396797935,22.73419747,0.2278738586,0.3474440332,Not_sig
Q9CX56,Psmd8,26S proteasome non-ATPase regulatory subunit 8,0.02134760994,20.17623647,0.8626680731,0.9092730738,Not_sig
Q9CX80,Cygb,Cytoglobin,0.1692408624,19.74927373,0.3607406071,0.4891744969,Not_sig
Q9CX86,Hnrnpa0,Heterogeneous nuclear ribonucleoprotein A0,-0.6616924651,21.10832416,0.004767593183,0.02105228214,Down
Q9CXA2,L3hypdh,Trans-L-3-hydroxyproline dehydratase,-0.7951243137,16.07967569,0.3385702489,0.4650476407,Not_sig
Q9CXE7,Tmed5,Transmembrane emp24 domain-containing protein 5,-0.09437859673,20.71673618,0.5554342287,0.6689702333,Not_sig
Q9CXF4,Tbc1d15,TBC1 domain family member 15,0.004454353047,20.00387493,0.9753876282,0.9846574156,Not_sig
Q9CXI0,Coq5,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",0.1045296562,18.91526962,0.779516079,0.8497347452,Not_sig
Q9CXI5,Manf,Mesencephalic astrocyte-derived neurotrophic factor,-0.5363855029,21.84300548,0.0006496314208,0.005330881016,Not_sig
Q9CXJ4,Abcb8,Mitochondrial potassium channel ATP-binding subunit,0.8371086246,17.5386466,0.03843262381,0.09500079915,Not_sig
Q9CXR1,Dhrs7,Dehydrogenase/reductase SDR family member 7,-0.2900048029,20.28609696,0.07151779239,0.1495603008,Not_sig
Q9CXS4,Cenpv,Centromere protein V,0.2900630001,19.47738098,0.09592632328,0.1845126248,Not_sig
Q9CXT8,Pmpcb,Mitochondrial-processing peptidase subunit beta,-0.004434474354,20.71434061,0.9802733537,0.988285079,Not_sig
Q9CXW2,Mrps22,"28S ribosomal protein S22, mitochondrial",0.05871445435,19.95294784,0.6673215422,0.7661119074,Not_sig
Q9CXW3,Cacybp,Calcyclin-binding protein,-0.1880635984,21.99095778,0.2778650039,0.4021785673,Not_sig
Q9CXW4,Rpl11,60S ribosomal protein L11,-0.628024641,23.59203733,0.0003074181822,0.003330218495,Down
Q9CXY6,Ilf2,Interleukin enhancer-binding factor 2,-0.3759591943,21.18853976,0.0087079473,0.03233644304,Not_sig
Q9CXY9,Pigk,GPI-anchor transamidase,0.06684581565,19.32007002,0.7527545562,0.8293095428,Not_sig
Q9CXZ1,Ndufs4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0.01649357751,23.10723591,0.9057752021,0.9389223023,Not_sig
Q9CY18,Snx7,Sorting nexin-7,-1.114705434,19.77105589,0.00005026804229,0.001025693959,Down
Q9CY27,Tecr,Very-long-chain enoyl-CoA reductase,-0.2462550079,22.62105402,0.1288326063,0.2304283847,Not_sig
Q9CY45,Eef1akmt1,EEF1A lysine methyltransferase 1,0.893132158,17.83646189,0.1872296634,0.301079156,Not_sig
Q9CY50,Ssr1,Translocon-associated protein subunit alpha,-0.8492106577,21.15009309,0.00007133428952,0.001311453477,Down
Q9CY58,Serbp1,Plasminogen activator inhibitor 1 RNA-binding protein,-0.7747341862,22.21920787,0.0009374599739,0.006713196517,Down
Q9CY64,Blvra,Biliverdin reductase A,0.2907840362,22.09142113,0.00900276753,0.0330978542,Not_sig
Q9CYA0,Creld2,Protein disulfide isomerase Creld2,-0.7245409352,20.19593709,0.000922039608,0.006652602756,Down
Q9CYG7,Tomm34,Mitochondrial import receptor subunit TOM34,-0.1108569915,22.17589461,0.4829210106,0.6043600553,Not_sig
Q9CYH2,Prxl2a,Peroxiredoxin-like 2A,-0.3378833643,22.64294706,0.004605625886,0.0205506574,Not_sig
Q9CYI0,NA,Protein Njmu-R1,-0.07489052958,18.77480398,0.77797051,0.8485337223,Not_sig
Q9CYN2,Spcs2,Signal peptidase complex subunit 2,-0.4074058061,20.74040551,0.1406631261,0.2451667248,Not_sig
Q9CYN9,Atp6ap2,Renin receptor,-1.377602163,19.877639,0.1943469709,0.3092729158,Not_sig
Q9CYR0,Ssbp1,"Single-stranded DNA-binding protein, mitochondrial",0.783886726,18.59234276,0.009832072834,0.03517104445,Up
Q9CYR6,Pgm3,Phosphoacetylglucosamine mutase,0.3838468316,19.9527099,0.007370026279,0.02878751838,Not_sig
Q9CYT6,Cap2,Adenylyl cyclase-associated protein 2,0.7054818555,20.32533051,0.001868313556,0.01085779793,Up
Q9CYZ2,Tpd52l2,Tumor protein D54,-0.4880385512,22.11241811,0.0003924590534,0.003799471176,Not_sig
Q9CZ04,Cops7a,COP9 signalosome complex subunit 7a,0.2699316491,21.62514012,0.02254501752,0.06446248108,Not_sig
Q9CZ13,Uqcrc1,"Cytochrome b-c1 complex subunit 1, mitochondrial",-0.160257476,24.82833184,0.242877909,0.3642216172,Not_sig
Q9CZ28,Snf8,Vacuolar-sorting protein SNF8,0.2736929952,20.40103589,0.02202181896,0.06341222569,Not_sig
Q9CZ30,Ola1,Obg-like ATPase 1,0.202066924,22.83426571,0.03907564786,0.09590839372,Not_sig
Q9CZ42,Naxd,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,-0.1072765924,21.51793512,0.2739596336,0.397730311,Not_sig
Q9CZ44,Nsfl1c,NSFL1 cofactor p47,-0.06135115222,23.00492321,0.6582897125,0.7587789857,Not_sig
Q9CZA6,Nde1,Nuclear distribution protein nudE homolog 1,-0.04526342691,19.71796609,0.7947555052,0.8603421639,Not_sig
Q9CZB0,Sdhc,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",-0.04184426199,21.59087463,0.797894099,0.8623931698,Not_sig
Q9CZC8,Scrn1,Secernin-1,0.1823859883,23.19916971,0.2899326467,0.4144682022,Not_sig
Q9CZD3,Gars1,Glycine--tRNA ligase,0.398850978,23.38711615,0.002210447533,0.0120753591,Not_sig
Q9CZG3,Commd8,COMM domain-containing protein 8,-0.2256356936,18.44289889,0.2241041026,0.3433389777,Not_sig
Q9CZJ2,Hspa12b,Heat shock 70 kDa protein 12B,-0.2756127391,20.09983253,0.1568396196,0.2658530558,Not_sig
Q9CZM2,Rpl15,60S ribosomal protein L15,-0.6913283206,22.80462095,0.0002116301462,0.00273340473,Down
Q9CZN7,Shmt2,"Serine hydroxymethyltransferase, mitochondrial",-0.5664861391,20.86258142,0.0002667133185,0.003109486981,Not_sig
Q9CZP5,Bcs1l,Mitochondrial chaperone BCS1,-1.294002012,16.89318671,0.08620240711,0.1700041283,Not_sig
Q9CZR2,Naalad2,N-acetylated-alpha-linked acidic dipeptidase 2,0.02725102948,20.07289382,0.8897630413,0.9268484138,Not_sig
Q9CZR8,Tsfm,"Elongation factor Ts, mitochondrial",0.2200482867,19.31710791,0.1250783732,0.2246593232,Not_sig
Q9CZU3,Mtrex,Exosome RNA helicase MTR4,-1.010685616,18.31713631,0.01077789466,0.03753770483,Down
Q9CZU6,Cs,"Citrate synthase, mitochondrial",0.04005311026,24.60535406,0.7792045491,0.8496373527,Not_sig
Q9CZW4,Acsl3,Long-chain-fatty-acid--CoA ligase 3,0.1497685711,20.1119045,0.449084917,0.5731823714,Not_sig
Q9CZW5,Tomm70,Mitochondrial import receptor subunit TOM70,0.05551448417,21.88873983,0.6620808583,0.7623598922,Not_sig
Q9CZX0,Elp3,Elongator complex protein 3,0.03991709212,18.27307536,0.8614348193,0.9089753722,Not_sig
Q9CZX8,Rps19,40S ribosomal protein S19,-0.8108514529,23.86499079,0.00006075183619,0.00117330819,Down
Q9CZX9,Emc4,ER membrane protein complex subunit 4,-0.4052014181,20.64324594,0.01029079486,0.03639555122,Not_sig
Q9CZY3,Ube2v1,Ubiquitin-conjugating enzyme E2 variant 1,0.2653510592,21.75394668,0.08711631399,0.171276496,Not_sig
Q9D020,Nt5c3a,Cytosolic 5'-nucleotidase 3A,0.2750832528,21.29065606,0.1342995417,0.2374301653,Not_sig
Q9D023,Mpc2,Mitochondrial pyruvate carrier 2,-0.2718577805,21.37563074,0.05819720605,0.1282686547,Not_sig
Q9D024,Ccdc47,Coiled-coil domain-containing protein 47,-0.2605041237,19.94465087,0.115154245,0.2110142951,Not_sig
Q9D051,Pdhb,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",0.01905266691,24.76514492,0.8553410511,0.9035605186,Not_sig
Q9D061,Acbd6,Acyl-CoA-binding domain-containing protein 6,1.143100669,17.81929506,0.05891921694,0.1296358375,Not_sig
Q9D071,Mms19,MMS19 nucleotide excision repair protein homolog,0.0340465297,18.55499193,0.9268487228,0.9514817493,Not_sig
Q9D0A3,Arpin,Arpin,-0.7365061689,18.4283317,0.08655884698,0.1704433733,Not_sig
Q9D0B0,Srsf9,Serine/arginine-rich splicing factor 9,-0.8007499951,19.9364823,0.0002487526549,0.002960760607,Down
Q9D0B6,Pbdc1,Protein PBDC1,0.178066151,20.80816842,0.115603205,0.2114149631,Not_sig
Q9D0E1,Hnrnpm,Heterogeneous nuclear ribonucleoprotein M,-0.333135103,23.00381674,0.0111280952,0.03839693318,Not_sig
Q9D0F3,Lman1,Protein ERGIC-53,-0.9495758721,21.82968037,0.002120809109,0.01178775295,Down
Q9D0F9,Pgm1,Phosphoglucomutase-1,0.8928637214,24.94813295,0.001012664177,0.007100009367,Up
Q9D0I9,Rars1,"Arginine--tRNA ligase, cytoplasmic",-0.03441115838,22.4048003,0.7138787161,0.8003084965,Not_sig
Q9D0J4,Arl2,ADP-ribosylation factor-like protein 2,-0.1518317039,21.29138761,0.1229294752,0.2216323965,Not_sig
Q9D0K2,Oxct1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",0.07102320607,23.45037976,0.5100488248,0.6266340127,Not_sig
Q9D0L7,Armc10,Armadillo repeat-containing protein 10,-0.4482856847,20.10291189,0.01548759562,0.04878634795,Not_sig
Q9D0L8,Rnmt,mRNA cap guanine-N7 methyltransferase,0.2823875332,20.43909178,0.03080373903,0.08046003964,Not_sig
Q9D0M0,Exosc7,Exosome complex exonuclease RRP42,-0.1979057167,17.88224014,0.40517806,0.5316671074,Not_sig
Q9D0M1,Prpsap1,Phosphoribosyl pyrophosphate synthase-associated protein 1,0.1830392139,20.64693374,0.07977065798,0.1613130598,Not_sig
Q9D0M3,Cyc1,"Cytochrome c1, heme protein, mitochondrial",0.07634191769,22.61289925,0.5940907989,0.7026919935,Not_sig
Q9D0M5,Dynll2,"Dynein light chain 2, cytoplasmic",0.4103976552,21.18604743,0.2174484684,0.3359006588,Not_sig
Q9D0R2,Tars1,"Threonine--tRNA ligase 1, cytoplasmic",-0.00713917876,21.57226816,0.9352444158,0.958043034,Not_sig
Q9D0R8,Lsm12,Protein LSM12 homolog,-0.6212540999,20.9084905,0.02753480481,0.07394284245,Not_sig
Q9D0S9,Hint2,"Histidine triad nucleotide-binding protein 2, mitochondrial",0.19065225,20.68335107,0.1275081463,0.2285940701,Not_sig
Q9D0T1,Snu13,NHP2-like protein 1,-0.5434686249,21.30938401,0.00006149200383,0.001179021292,Not_sig
Q9D154,Serpinb1a,Leukocyte elastase inhibitor A,0.1240439949,22.04301901,0.4998356754,0.6171687512,Not_sig
Q9D172,Gatd3a,"Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial",-0.03821697698,22.66500542,0.6747321432,0.7704772537,Not_sig
Q9D187,Ciao2b,Cytosolic iron-sulfur assembly component 2B,-0.1426004477,19.32823022,0.4880310881,0.6076948489,Not_sig
Q9D1A2,Cndp2,Cytosolic non-specific dipeptidase,-0.003294251316,23.76188014,0.9746742084,0.9843318928,Not_sig
Q9D1C8,Vps28,Vacuolar protein sorting-associated protein 28 homolog,0.2165751872,20.64597434,0.06873850821,0.14522434,Not_sig
Q9D1D4,Tmed10,Transmembrane emp24 domain-containing protein 10,-0.2673869183,22.6383508,0.07845349508,0.1594081643,Not_sig
Q9D1E6,Tbcb,Tubulin-folding cofactor B,0.3072506769,21.7892564,0.2112602486,0.3289328952,Not_sig
Q9D1F4,Akt1s1,Proline-rich AKT1 substrate 1,-2.020210153,18.76248668,0.02037680677,0.05980115815,Not_sig
Q9D1G1,Rab1b,Ras-related protein Rab-1B,-0.7163856873,23.28321505,0.0004297879746,0.004008559061,Down
Q9D1G3,Hhatl,Protein-cysteine N-palmitoyltransferase HHAT-like protein,1.430588212,20.83973873,0.0005540868381,0.004823775757,Up
Q9D1G5,Lrrc57,Leucine-rich repeat-containing protein 57,0.4331360935,21.8456251,0.0006271009486,0.00520180917,Not_sig
Q9D1H7,Get4,Golgi to ER traffic protein 4 homolog,0.2901134719,20.96419701,0.02482470246,0.06850933418,Not_sig
Q9D1I2,Card19,Caspase recruitment domain-containing protein 19,-0.0355265999,20.13155232,0.7809682411,0.8508326364,Not_sig
Q9D1I5,Mcee,"Methylmalonyl-CoA epimerase, mitochondrial",-0.07682391249,19.58009881,0.665132368,0.7649522331,Not_sig
Q9D1J1,Necap2,Adaptin ear-binding coat-associated protein 2,-0.5559842225,20.59816419,0.001883305775,0.01089525156,Not_sig
Q9D1K2,Atp6v1f,V-type proton ATPase subunit F,0.3173283394,22.5962429,0.0195953363,0.05804226648,Not_sig
